070AlMaarij.pdf,AlMaarij,Affairs of the Universe managed by God Himself by commanding Angels
071Nooh.pdf,Nooh,Story of Noah by building a ship and flood that destroyed everything
072AlJin.pdf,AlJin,Jinns listening AlQuran and accepting as a guidance from God
073AlMuzammil.pdf,AlMuzammil,Significance of Nightly prayers
074AlMudassir.pdf,AlMudassir,Significance of inviting mankind toward God'smessage
075AlQiamah.pdf,AlQiamah,Man's fate when day of Judgment begins
076AdDahr.pdf,AdDahr,Suggestion to man to ponder his own creation to see greatness of his Creator
077AlMursalat.pdf,AlMursalat,Signs all around man to recognize his Creator and submit to Him
078AnNaba.pdf,AnNaba,News of Worldly life and disputing about Hereafter
079AnNaziat.pdf,AnNaziat,How Angels serve in God's Kingdom
080Abasa.pdf,Abasa,Lesson to Prophet about a person with faith compared to one without faith
081AtTakweer.pdf,AtTakweer,Fate of Sun and stars when end of time reached
082AlInfitar.pdf,AlInfitar,Fate of Sky and Earth when end of Time reaches
083AlMutaffifin.pdf,AlMutaffifin,Significance of Honesty Balance when trading wordily things
084AlInshiqaq.pdf,AlInshiqaq,Everything submits God now and will follow His order at the end of tie
085AlBurooj.pdf,AlBurooj,Signs to ponder in the design and formation of Galaxies and Constellations
086AtTariq.pdf,AtTariq,God swears by the Bright Star how man be meet his destiny
087AlAala.pdf,AlAala,Submission to the Greatness of God should be ultimate Goal to man
088AlGhashia.pdf,AlGhashia,On the Day of Judgment man will be either with joyous face or distressed
089AlFajr.pdf,AlFajr,Allah swear by Morning and Night that man will receive a fair judgment
090AlBalad.pdf,AlBalad,City of Kaaba is blesses city but man's deeds will matter at the end
091AshShams.pdf,AshShams,God swears by sun and Moon that man's efforts will be paid back
092AlLail.pdf,AlLail,God swears by alternation of Day and Night that man will stand accountable
093AdDuha.pdf,AdDuha,Rising of the Day and setting of Night as signs for those who ponder
094AshSharah.pdf,AshSharah,God opens the Heart and Mind of learning for those who submit
095AtTeen.pdf,AtTeen,God's message that He created man by the best combination of everything
096AlAlaq.pdf,AlAlaq,Read in the name of your Lord who taught knowledge by Pen
097AlQadar.pdf,AlQadar,Revelation of Quran in a Blessed Night as a guidance to mankind
098AlBayyanah.pdf,AlBayyanah,Quran made easy to understand if there is will to accept guidance
099AlZalzalah.pdf,AlZalzalah,World will come to an end by Earth experiencing ultimate Earthquake
100AlAdiat.pdf,AlAdiat,Horses serve their master (man) - Does man serve his Master (God)
101AlQaria.pdf,AlQaria,In Hereafter man will see what he brought with him as good and bad deeds
102AtTakasur.pdf,AtTakasur,Man's greed to accumulate wealth does not diminish until he sees his grave
103AlAsr.pdf,AlAsr,Man is in loss but if he believes and worships his creator
104AlHumazah.pdf,AlHumazah,Warning to those who gather Wealth but do not spend
105AlFeel.pdf,AlFeel,Destruction of the Army with Elephants who intended to destroy the Kaaba
106Quresh.pdf,Quresh,God's Reminder of His favor and mercy to the local people
107AlMaoon.pdf,AlMaoon,Mention of those who deny the faith and do not spend
108AlKausar.pdf,AlKausar,God's Advice to submit and promise of reward
109AlKafiroon.pdf,AlKafiroon,Proclamation of separation to disbeliever in the matter of faith
110AnNasr.pdf,AnNasr,God's promise of help to those who strive for His cause
111Allahab.pdf,Allahab,Punishment of those who do mockery of the faith
112AlIkhlas.pdf,AlIkhlas,Man's proclamation as belief in One God
113AlFalaq.pdf,AlFalaq,Seeking God's protection from the evils of unknown nature
114AnNaas.pdf,AnNaas,Seeking God's protection from the evils of others
